"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 19 19:10:25 JST 2022","Sun Jun 19 19:10:31 JST 2022","6148","","com.fullness.ec.selenide.ScreenshotTest","","com.fullness.ec.selenide.ScreenshotTest","トップ画面からメニュー画面へ遷移するテスト","トップ画面からメニュー画面へ遷移するテスト()","Selenideを使ったE2Eテスト"
